case_id,recording_id,input_edf_path,input_sampling_rate_hz,output_sampling_rate_hz,input_n_times,output_n_times,input_duration_seconds,output_duration_seconds,input_channel_count,output_channel_count,output_channel_order,filter_applied,l_freq_hz,h_freq_hz,notch_applied,resampling_applied,rereferencing_applied,normalization_applied,before_expected_ictal_annotation_count,before_observed_ictal_annotation_count,before_ictal_annotation_count_match,before_all_ictal_annotations_inside_raw,after_expected_ictal_annotation_count,after_observed_ictal_annotation_count,after_ictal_annotation_count_match,after_all_ictal_annotations_inside_raw,output_fif_path,output_file_size_bytes,output_sha256,preprocessing_version,harmonization_policy_version,channel_set_name,mne_version,git_commit,run_timestamp_utc,processing_status
chb04,chb04_39,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb04/chb04_39.edf,256.0,256.0,3686400,3686400,14400.0,14400.0,24,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb04\chb04_39_preproc-v1_raw.fif,250907917,ceb4f203ac0af9f8e82d949190f6e1ce79884d4a65d3f000ebdac37ff4fde3c9,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb04,chb04_40,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb04/chb04_40.edf,256.0,256.0,3686400,3686400,14400.0,14400.0,24,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb04\chb04_40_preproc-v1_raw.fif,250907917,277dd8fb496bb901afdb51b90c6daef0a8a80cc8dbf14e9a9df33e3d6de8b6b8,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb04,chb04_41,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb04/chb04_41.edf,256.0,256.0,3686400,3686400,14400.0,14400.0,24,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb04\chb04_41_preproc-v1_raw.fif,250907917,718df5352877c0bdb571013310a9380132b6f31fb4b2c23854b27edac02bb7c5,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb04,chb04_42,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb04/chb04_42.edf,256.0,256.0,1490688,1490688,5823.0,5823.0,24,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb04\chb04_42_preproc-v1_raw.fif,101462269,ac449b904952e30b674c7898d0211345b7c07828f0d110001e8c32e8e516a73f,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb04,chb04_43,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb04/chb04_43.edf,256.0,256.0,3686400,3686400,14400.0,14400.0,24,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb04\chb04_43_preproc-v1_raw.fif,250907917,8b7cde107de1147e886b6f67044b5ce03e1a4e903c155b799405d4639fdb709b,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_01,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_01.edf,256.0,256.0,924160,924160,3610.0,3610.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_01_preproc-v1_raw.fif,62902957,1b19e6d992fea6ddb8c816d6e2bb90a0e16d3f1b4938e1e4a1f508968939236c,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_02,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_02.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_02_preproc-v1_raw.fif,62728717,63ccada0c05ee6a1a12649960a1a6c8d50066cc532b096d53ca1818f3fd0c8e1,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_03,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_03.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_03_preproc-v1_raw.fif,62728717,b31f81732d84a433ddccaaa804df807545be607e59ea4f909920397da92c7f5e,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_04,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_04.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_04_preproc-v1_raw.fif,62728717,578e788f085836a48a9d8cc26f2f5c957f73b3e59d3238dba8f57206fbde699a,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_05,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_05.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_05_preproc-v1_raw.fif,62728717,2c63a4b8cd124384e4b8201012c5bfd4abcb13744612a71ce3c7a78b3fbece87,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_06,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_06.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,1,1,True,True,1,1,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_06_preproc-v1_raw.fif,62728838,7a118d7b9ce39b0606c03c4dafa3376d2c23ec0615b25962162461ee70450435,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_07,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_07.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_07_preproc-v1_raw.fif,62728717,a51639b979f3083ed69552c917d6023a1a8308d1299e10a98e714158086ff88f,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_08,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_08.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_08_preproc-v1_raw.fif,62728717,11967b216f9bc8a80bf08498c15b1695bd263c3e059e2abc0bfe0567ef3e3556,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_09,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_09.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_09_preproc-v1_raw.fif,62728717,9431edd1b2df3427fe674c222a8e07b8711ae63ddb9744a49fe9c409424f333a,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_10,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_10.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_10_preproc-v1_raw.fif,62728717,eb05bbe47bf22cf62ea159027c8d55b3188af76f8259314e7a276fb5f3ed0f9d,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_11,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_11.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_11_preproc-v1_raw.fif,62728717,dc13d6bb7790a5a447c01069474cf00bd0753b48b01ead71caa7202010d5c172,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_12,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_12.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_12_preproc-v1_raw.fif,62728717,eff072451dc541e34d2dd3609ae7f38a1dfa85d51dfe151675c461a6251a8838,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_13,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_13.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,1,1,True,True,1,1,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_13_preproc-v1_raw.fif,62728838,2176b67566834f76490013a48cb399ab2378412379defa50d0d1cf9eee3223ee,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_14,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_14.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_14_preproc-v1_raw.fif,62728717,8453480f410b5d5af2703ecd749230e5fb3c63acb5bf7f0330890823037762b0,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_15,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_15.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_15_preproc-v1_raw.fif,62728717,c5d9614263c215b8adc8c3afd5b2e782b2b30c0d0335c8334bc29b09f4feb413,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_16,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_16.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,1,1,True,True,1,1,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_16_preproc-v1_raw.fif,62728838,abc0c516d444fded157a152e806d0071dc8d08380bd8c16325d8f8aeb896b674,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_17,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_17.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,1,1,True,True,1,1,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_17_preproc-v1_raw.fif,62728838,899d3679d9f2dbd0bf25c1bcb27876155cafd678e67587e8ad48b27469c62679,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_18,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_18.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_18_preproc-v1_raw.fif,62728717,e34978370f6f008c380973b959eb4d2a64f64060988c93c9454a28ecb73e3c38,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_19,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_19.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_19_preproc-v1_raw.fif,62728717,4a833bf1e4f482f124f0bc8f1cbb7a0d15ff9eaf5fc407ab530b363cbc9ba60f,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_20,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_20.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_20_preproc-v1_raw.fif,62728717,e2fc0a53d40c679e4a5996844fa791abbebad0662d2d247ec9c79b3743330c97,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_21,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_21.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_21_preproc-v1_raw.fif,62728717,6f0edc3cf854dead6563048674e6d4b5956934e52d5e8a99c9b7419d5a1e194f,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_22,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_22.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,1,1,True,True,1,1,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_22_preproc-v1_raw.fif,62728838,ccae0ff3556b540d89db33018195c464e684eb2603915ca1f7a3cebf00c24fff,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_23,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_23.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_23_preproc-v1_raw.fif,62728717,e576f20c1307a0b2598f85a994a35c0536f3b9f8615f82f5368e79d318c7b89c,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_24,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_24.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_24_preproc-v1_raw.fif,62728717,c6ae5e626488fcba4bf4aa7bfc040263b234bc884cf69a22e530b28f0aaa116d,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_25,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_25.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_25_preproc-v1_raw.fif,62728717,1eb746da96dd3f79a630631b9584dbdeeacecce2beab965c5c303c3b9168ef55,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_26,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_26.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_26_preproc-v1_raw.fif,62728717,759d292dd86b493800dbbe38b50af41e28e1fbdd4a492408cdd0b3c6bd2e76e4,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_27,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_27.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_27_preproc-v1_raw.fif,62728717,bf74366f7e976120885505617a8522394a9dd04dda20d6891afb24f6d664c3b3,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
chb05,chb05_28,E:/My_Github/epilepsy-eeg-hybrid-ai/data/raw/chbmit/chb05/chb05_28.edf,256.0,256.0,921600,921600,3600.0,3600.0,23,17,FP1-F7|F7-T7|T7-P7|P7-O1|FP1-F3|F3-C3|C3-P3|P3-O1|FZ-CZ|CZ-PZ|FP2-F4|F4-C4|C4-P4|P4-O2|FP2-F8|F8-T8|P8-O2,True,0.5,45.0,False,False,False,False,0,0,True,True,0,0,True,True,data\interim\chbmit\preprocessing_v1\chb05\chb05_28_preproc-v1_raw.fif,62728717,bacb334faa78050e5c2fd4ceea3e13816ce2c3bce0b6675670d74876f6baa67b,preprocessing_v1,harmonization_v1,primary_17,1.12.1,3e33b1dcc42f16cd9604ba3aedc514ffa9e8bb93,2026-07-31T13:41:19.402535+00:00,success
